gene	WBID	chr	start	stop
Y71F9AL.16	WBGene00000199	CHROMOSOME_I	2883497	2893720
Y71F9AL.7	WBGene00022112	CHROMOSOME_I	2887801	2889436
Y71F9AL.6	WBGene00022111	CHROMOSOME_I	2890447	2891263
Y71F9AR.1	WBGene00000237	CHROMOSOME_I	2949610	2957878
Y71F9AR.4	WBGene00044894	CHROMOSOME_I	2981652	2983074
Y71F9AR.2	WBGene00022123	CHROMOSOME_I	2983264	2985169
Y71F9AL.9	WBGene00022114	CHROMOSOME_I	2876931	2878519
Y71F9AL.8	WBGene00022113	CHROMOSOME_I	2878579	2880938
Y71F9AL.14	WBGene00022118	CHROMOSOME_I	2880870	2883456
Y71F9AR.3	WBGene00022124	CHROMOSOME_I	2986108	2995915
Y71F9AM.6	WBGene00022122	CHROMOSOME_I	2928394	2929681
Y71F9AL.4	WBGene00022110	CHROMOSOME_I	2903597	2907753
Y71F9AL.18	WBGene00004049	CHROMOSOME_I	2907723	2924717
Y71F9AL.2	WBGene00022108	CHROMOSOME_I	2915177	2918808
Y71F9AM.5	WBGene00003836	CHROMOSOME_I	2929778	2931363
Y54E10BR.4	WBGene00021843	CHROMOSOME_I	3015743	3021537
Y54E10BR.6	WBGene00021845	CHROMOSOME_I	3031213	3032940
Y54E10BR.7	WBGene00003387	CHROMOSOME_I	3035239	3047796
Y54E10BL.4	WBGene00001046	CHROMOSOME_I	2996407	3001380
Y54E10BL.5	WBGene00021839	CHROMOSOME_I	3001348	3002851
Y54E10BR.8	WBGene00021846	CHROMOSOME_I	3052050	3059167
Y71F9AM.4	WBGene00022121	CHROMOSOME_I	2931461	2947154
Y71F9AM.8	WBGene00045398	CHROMOSOME_I	2940911	2941585
Y54E10BL.3	WBGene00021838	CHROMOSOME_I	3003528	3005943
Y54E10BL.6	WBGene00003186	CHROMOSOME_I	3005428	3013450
Y54E10BL.2	WBGene00000625	CHROMOSOME_I	3010691	3011661
Y54E10BL.1	WBGene00021837	CHROMOSOME_I	3012112	3012442
C45E1.5	WBGene00195056	CHROMOSOME_I	3109649	3110674
C45E1.4	WBGene00016663	CHROMOSOME_I	3115037	3125147
Y54E10BR.3	WBGene00021842	CHROMOSOME_I	3021650	3028386
Y54E10BR.5	WBGene00021844	CHROMOSOME_I	3028328	3031096
K09H9.3	WBGene00000626	CHROMOSOME_I	3137189	3138448
K09H9.8	WBGene00045387	CHROMOSOME_I	3138540	3140603
Y54E10BR.2	WBGene00021841	CHROMOSOME_I	3032968	3034763
K09H9.5	WBGene00019597	CHROMOSOME_I	3141706	3143177
K09H9.7	WBGene00019598	CHROMOSOME_I	3150410	3152005
Y54E10BR.1	WBGene00021840	CHROMOSOME_I	3059252	3069395
M01B12.3	WBGene00000205	CHROMOSOME_I	3069233	3070142
C45E1.1	WBGene00003654	CHROMOSOME_I	3104364	3109544
Y71F9AL.13	WBGene00004412	CHROMOSOME_I	2875396	2876326
K09H9.1	WBGene00019594	CHROMOSOME_I	3152836	3155570
Y54E10A.6	WBGene00021828	CHROMOSOME_I	3163689	3167557
Y54E10A.11	WBGene00021831	CHROMOSOME_I	3176421	3192845
Y54E10A.12	WBGene00021832	CHROMOSOME_I	3193438	3198842
K09H9.2	WBGene00019595	CHROMOSOME_I	3147997	3150349
Y54E10A.13	WBGene00021833	CHROMOSOME_I	3199541	3203231
K09H9.6	WBGene00003062	CHROMOSOME_I	3144412	3147861
M01B12.4	WBGene00019697	CHROMOSOME_I	3070971	3084878
M01B12.5	WBGene00019698	CHROMOSOME_I	3084743	3096277
Y54E10A.15	WBGene00000413	CHROMOSOME_I	3223155	3228024
Y54E10A.7	WBGene00021829	CHROMOSOME_I	3162808	3163651
Y54E10A.5	WBGene00021827	CHROMOSOME_I	3167687	3171232
Y54E10A.10	WBGene00021830	CHROMOSOME_I	3173244	3176323
Y54E10A.9	WBGene00006888	CHROMOSOME_I	3158515	3162378
W01B11.1	WBGene00020913	CHROMOSOME_I	3299607	3300492
Y54E10A.17	WBGene00021835	CHROMOSOME_I	3206711	3209305
Y44E3A.2	WBGene00000036	CHROMOSOME_I	3301517	3307467
Y44E3A.3	WBGene00021548	CHROMOSOME_I	3317979	3318588
Y54E10A.4	WBGene00001481	CHROMOSOME_I	3211047	3217367
Y54E10A.14	WBGene00004404	CHROMOSOME_I	3217289	3222952
Y44E3A.4	WBGene00021549	CHROMOSOME_I	3320922	3330675
W05F2.8	WBGene00195045	CHROMOSOME_I	3362370	3363364
W01B11.5	WBGene00004154	CHROMOSOME_I	3269404	3280885
W05F2.7	WBGene00021039	CHROMOSOME_I	3352464	3359435
W05F2.6	WBGene00021038	CHROMOSOME_I	3368815	3371449
W05F2.2	WBGene00021034	CHROMOSOME_I	3363821	3365859
Y54E10A.3	WBGene00021826	CHROMOSOME_I	3229430	3233619
Y54E10A.2	WBGene00003258	CHROMOSOME_I	3233392	3255567
Y54E10A.16	WBGene00021834	CHROMOSOME_I	3244151	3246166
W01B11.2	WBGene00020914	CHROMOSOME_I	3287383	3293173
W01B11.6	WBGene00020917	CHROMOSOME_I	3293169	3294360
W05F2.3	WBGene00021035	CHROMOSOME_I	3367640	3368554
Y44E3B.2	WBGene00021553	CHROMOSOME_I	3259872	3264590
Y44E3B.1	WBGene00021552	CHROMOSOME_I	3264257	3266764
W01B11.3	WBGene00020915	CHROMOSOME_I	3267093	3269150
K03E5.3	WBGene00019362	CHROMOSOME_I	3408034	3415072
Y47G6A.12	WBGene00004775	CHROMOSOME_I	3433158	3438545
K03E5.1	WBGene00019360	CHROMOSOME_I	3427178	3433095
Y47G6A.11	WBGene00003422	CHROMOSOME_I	3449328	3462173
Y47G6A.9	WBGene00021638	CHROMOSOME_I	3479330	3481441
Y47G6A.28	WBGene00006440	CHROMOSOME_I	3439109	3449179
Y47G6A.13	WBGene00021639	CHROMOSOME_I	3439419	3442190
Y47G6A.8	WBGene00000794	CHROMOSOME_I	3481988	3484502
Y47G6A.17	WBGene00021643	CHROMOSOME_I	3487805	3499709
Y47G6A.14	WBGene00021640	CHROMOSOME_I	3462269	3468189
Y47G6A.10	WBGene00004978	CHROMOSOME_I	3467133	3477973
Y47G6A.15	WBGene00021641	CHROMOSOME_I	3472963	3476313
W05F2.5	WBGene00021037	CHROMOSOME_I	3371756	3373908
Y44E3A.1	WBGene00021547	CHROMOSOME_I	3338368	3340046
Y44E3A.6	WBGene00021551	CHROMOSOME_I	3340024	3349902
Y47G6A.33	WBGene00045399	CHROMOSOME_I	3564066	3565069
Y47G6A.23	WBGene00003060	CHROMOSOME_I	3565042	3578691
W05F2.4	WBGene00021036	CHROMOSOME_I	3374781	3402868
K03E5.2	WBGene00019361	CHROMOSOME_I	3419474	3424213
Y47G6A.29	WBGene00021652	CHROMOSOME_I	3578694	3600680
Y47G6A.22	WBGene00021647	CHROMOSOME_I	3559919	3562862
Y47G6A.25	WBGene00021649	CHROMOSOME_I	3606412	3608348
Y47G6A.4	WBGene00021634	CHROMOSOME_I	3547093	3552015
Y47G6A.21	WBGene00021646	CHROMOSOME_I	3551953	3559812
Y47G6A.27	WBGene00021651	CHROMOSOME_I	3555583	3557403
Y47G6A.6	WBGene00021636	CHROMOSOME_I	3516480	3523390
Y47G6A.19	WBGene00021645	CHROMOSOME_I	3523336	3529959
Y47G6A.30	WBGene00021653	CHROMOSOME_I	3523876	3524593
Y47G6A.26	WBGene00021650	CHROMOSOME_I	3618892	3619700
Y47G6A.32	WBGene00044437	CHROMOSOME_I	3620584	3625090
T28F2.3	WBGene00000284	CHROMOSOME_I	3629473	3630747
T28F2.2	WBGene00020901	CHROMOSOME_I	3637355	3638822
Y47G6A.3	WBGene00021633	CHROMOSOME_I	3601293	3602911
Y47G6A.5	WBGene00021635	CHROMOSOME_I	3533996	3539159
Y47G6A.20	WBGene00004389	CHROMOSOME_I	3539045	3546907
Y47G6A.31	WBGene00044436	CHROMOSOME_I	3603345	3604522
Y47G6A.24	WBGene00021648	CHROMOSOME_I	3604516	3605760
T28F2.1	WBGene00020900	CHROMOSOME_I	3639650	3641394
Y47G6A.7	WBGene00021637	CHROMOSOME_I	3502738	3508427
Y47G6A.18	WBGene00021644	CHROMOSOME_I	3508400	3512738
Y47G6A.2	WBGene00002144	CHROMOSOME_I	3608397	3611847
T28F2.5	WBGene00000368	CHROMOSOME_I	3641655	3647012
T28F2.8	WBGene00000628	CHROMOSOME_I	3653960	3655332
T28F2.6	WBGene00000627	CHROMOSOME_I	3651232	3652602
T28F2.7	WBGene00020903	CHROMOSOME_I	3655555	3661048
D1037.4	WBGene00004272	CHROMOSOME_I	3682875	3684121
Y47G6A.1	WBGene00002143	CHROMOSOME_I	3611911	3618321
D1037.3	WBGene00001501	CHROMOSOME_I	3680180	3680947
H26D21.1	WBGene00002042	CHROMOSOME_I	3698097	3699303
F21A9.2	WBGene00017651	CHROMOSOME_I	3706038	3709223
F21A9.1	WBGene00017650	CHROMOSOME_I	3712175	3713137
T12F5.4	WBGene00003040	CHROMOSOME_I	3713139	3721160
T28F2.4	WBGene00020902	CHROMOSOME_I	3631092	3636488
D1037.1	WBGene00017025	CHROMOSOME_I	3684804	3690157
D1037.5	WBGene00017026	CHROMOSOME_I	3690147	3694017
T12F5.1	WBGene00020466	CHROMOSOME_I	3741459	3742726
H26D21.2	WBGene00003418	CHROMOSOME_I	3694301	3697554
D1037.2	WBGene00004890	CHROMOSOME_I	3667126	3671705
T12F5.3	WBGene00001601	CHROMOSOME_I	3726013	3731227
ZK770.1	WBGene00022815	CHROMOSOME_I	3769683	3773879
C32E8.12	WBGene00194702	CHROMOSOME_I	3773873	3774578
C32E8.7	WBGene00004368	CHROMOSOME_I	3778092	3781661
Y8G1A.1	WBGene00021175	CHROMOSOME_I	3745591	3748223
Y8G1A.2	WBGene00002135	CHROMOSOME_I	3748527	3753964
C32E8.3	WBGene00016321	CHROMOSOME_I	3786596	3787498
ZK770.3	WBGene00002134	CHROMOSOME_I	3755472	3759076
T12F5.2	WBGene00020467	CHROMOSOME_I	3731354	3732925
T12F5.5	WBGene00004147	CHROMOSOME_I	3732882	3740482
C32E8.4	WBGene00016322	CHROMOSOME_I	3783837	3784438
C32E8.6	WBGene00016324	CHROMOSOME_I	3774708	3777471
C32E8.5	WBGene00016323	CHROMOSOME_I	3782120	3783299
C32E8.8	WBGene00004217	CHROMOSOME_I	3789308	3792800
C32E8.11	WBGene00016326	CHROMOSOME_I	3807459	3816799
C32E8.9	WBGene00016325	CHROMOSOME_I	3794555	3798056
C32E8.1	WBGene00016320	CHROMOSOME_I	3796155	3796699
F53F10.5	WBGene00003797	CHROMOSOME_I	3817998	3821506
F53F10.8	WBGene00044423	CHROMOSOME_I	3828252	3829396
F53F10.4	WBGene00006833	CHROMOSOME_I	3824947	3826517
F53F10.3	WBGene00018765	CHROMOSOME_I	3827210	3828146
T03F1.9	WBGene00001832	CHROMOSOME_I	3862777	3865941
C32E8.2	WBGene00004425	CHROMOSOME_I	3788036	3788914
T03F1.11	WBGene00020192	CHROMOSOME_I	3853837	3854242
T03F1.7	WBGene00020189	CHROMOSOME_I	3854163	3859297
T03F1.2	WBGene00000764	CHROMOSOME_I	3869221	3870127
T03F1.10	WBGene00020191	CHROMOSOME_I	3871473	3873419
C32E8.10	WBGene00006751	CHROMOSOME_I	3799126	3805721
T03F1.5	WBGene00020187	CHROMOSOME_I	3838239	3839902
T03F1.6	WBGene00020188	CHROMOSOME_I	3839811	3841561
T03F1.12	WBGene00020193	CHROMOSOME_I	3876045	3876707
C50F2.1	WBGene00016835	CHROMOSOME_I	3892334	3895274
T03F1.8	WBGene00020190	CHROMOSOME_I	3859380	3862732
F53F10.2	WBGene00018764	CHROMOSOME_I	3830941	3834127
F53F10.1	WBGene00018763	CHROMOSOME_I	3834119	3837768
C50F2.5	WBGene00016839	CHROMOSOME_I	3895794	3897403
C50F2.7	WBGene00016840	CHROMOSOME_I	3900331	3901383
C50F2.8	WBGene00016841	CHROMOSOME_I	3901434	3905203
T03F1.3	WBGene00020185	CHROMOSOME_I	3867541	3869136
T20F5.8	WBGene00077599	CHROMOSOME_I	3910714	3912474
T20F5.4	WBGene00020626	CHROMOSOME_I	3912639	3915461
T03F1.1	WBGene00020184	CHROMOSOME_I	3874039	3875999
C50F2.3	WBGene00016837	CHROMOSOME_I	3877063	3880758
T20F5.7	WBGene00020629	CHROMOSOME_I	3925435	3927890
T21E3.2	WBGene00020653	CHROMOSOME_I	3930832	3931555
T21E3.1	WBGene00020652	CHROMOSOME_I	3932212	3934817
T21E3.3	WBGene00003072	CHROMOSOME_I	3935271	3953945
F47B3.4	WBGene00018528	CHROMOSOME_I	3960976	3962202
F47B3.5	WBGene00018529	CHROMOSOME_I	3963117	3964180
F47B3.3	WBGene00018527	CHROMOSOME_I	3964372	3965317
C50F2.2	WBGene00016836	CHROMOSOME_I	3881830	3888456
C50F2.4	WBGene00016838	CHROMOSOME_I	3888333	3891521
C50F2.10	WBGene00000013	CHROMOSOME_I	3885550	3885964
C50F2.9	WBGene00000012	CHROMOSOME_I	3886113	3887083
F47B3.7	WBGene00018531	CHROMOSOME_I	3968166	3970015
F47B3.6	WBGene00018530	CHROMOSOME_I	3965740	3967078
F47B3.2	WBGene00018526	CHROMOSOME_I	3970376	3971305
F47B3.1	WBGene00018525	CHROMOSOME_I	3972164	3974023
F28H1.5	WBGene00017910	CHROMOSOME_I	3978495	3979530
C50F2.6	WBGene00001430	CHROMOSOME_I	3898048	3899909
T20F5.5	WBGene00020627	CHROMOSOME_I	3917881	3920175
T20F5.6	WBGene00020628	CHROMOSOME_I	3918463	3925174
F28H1.1	WBGene00017908	CHROMOSOME_I	3995711	3996966
F28H1.2	WBGene00000779	CHROMOSOME_I	3987893	3988705
T20F5.2	WBGene00003950	CHROMOSOME_I	3908747	3909926
T20F5.3	WBGene00020625	CHROMOSOME_I	3909630	3910547
F28H1.4	WBGene00017909	CHROMOSOME_I	3974113	3977354
F28H1.3	WBGene00000197	CHROMOSOME_I	3983173	3986918
C24G7.2	WBGene00016064	CHROMOSOME_I	4103714	4108047
H31G24.1	WBGene00019253	CHROMOSOME_I	4123482	4124725
C24G7.1	WBGene00016063	CHROMOSOME_I	4109408	4112387
H31G24.3	WBGene00019254	CHROMOSOME_I	4116852	4118164
C24G7.4	WBGene00016066	CHROMOSOME_I	4094611	4098331
H31G24.4	WBGene00000867	CHROMOSOME_I	4114735	4116371
E01A2.3	WBGene00003029	CHROMOSOME_I	4126057	4129312
E01A2.4	WBGene00017086	CHROMOSOME_I	4129565	4132294
E01A2.8	WBGene00017090	CHROMOSOME_I	4147246	4148257
E01A2.6	WBGene00017088	CHROMOSOME_I	4137157	4139025
E01A2.1	WBGene00017084	CHROMOSOME_I	4139515	4142821
E01A2.7	WBGene00017089	CHROMOSOME_I	4142284	4144585
R12E2.6	WBGene00020032	CHROMOSOME_I	4151100	4151748
R12E2.8	WBGene00020034	CHROMOSOME_I	4155543	4158735
E01A2.10	WBGene00077701	CHROMOSOME_I	4145277	4147138
E01A2.2	WBGene00017085	CHROMOSOME_I	4132501	4135418
E01A2.5	WBGene00017087	CHROMOSOME_I	4135241	4137076
R12E2.9	WBGene00002137	CHROMOSOME_I	4159015	4161115
F55C7.7	WBGene00006805	CHROMOSOME_I	3999344	4031629
F55C7.2	WBGene00018868	CHROMOSOME_I	4005437	4006022
R12E2.5	WBGene00002138	CHROMOSOME_I	4162036	4165017
R12E2.10	WBGene00020035	CHROMOSOME_I	4168988	4171591
R12E2.15	WBGene00020040	CHROMOSOME_I	4148833	4149431
R12E2.14	WBGene00020039	CHROMOSOME_I	4149982	4150639
R12E2.7	WBGene00020033	CHROMOSOME_I	4153958	4154552
R12E2.11	WBGene00020036	CHROMOSOME_I	4172439	4173628
R12E2.12	WBGene00020037	CHROMOSOME_I	4173751	4174778
R12E2.4	WBGene00002139	CHROMOSOME_I	4165134	4167061
R12E2.13	WBGene00020038	CHROMOSOME_I	4177306	4178451
C09D1.1	WBGene00006820	CHROMOSOME_I	4035745	4090963
C09D1.2	WBGene00015631	CHROMOSOME_I	4071800	4072850
R12E2.3	WBGene00004464	CHROMOSOME_I	4175318	4177274
R12E2.2	WBGene00020031	CHROMOSOME_I	4178811	4182160
C18E3.1	WBGene00015970	CHROMOSOME_I	4212743	4214263
R12E2.1	WBGene00020030	CHROMOSOME_I	4182220	4184994
C43E11.5	WBGene00016605	CHROMOSOME_I	4237034	4238739
C18E3.3	WBGene00015972	CHROMOSOME_I	4203459	4208521
C18E3.8	WBGene00001985	CHROMOSOME_I	4208512	4210342
C18E3.6	WBGene00015975	CHROMOSOME_I	4190143	4193130
C43E11.8	WBGene00016606	CHROMOSOME_I	4242819	4247581
C43E11.4	WBGene00007001	CHROMOSOME_I	4247754	4249384
C18E3.5	WBGene00015974	CHROMOSOME_I	4193240	4203307
C18E3.4	WBGene00015973	CHROMOSOME_I	4202418	4203042
C18E3.9	WBGene00015976	CHROMOSOME_I	4214294	4215754
C18E3.2	WBGene00015971	CHROMOSOME_I	4210978	4212669
C43E11.10	WBGene00000382	CHROMOSOME_I	4268069	4270288
C43E11.7	WBGene00003584	CHROMOSOME_I	4239087	4242730
C43E11.1	WBGene00016601	CHROMOSOME_I	4270646	4273336
C18E3.7	WBGene00004093	CHROMOSOME_I	4185061	4189932
Y47D9A.4	WBGene00021631	CHROMOSOME_I	4273896	4274815
C43E11.11	WBGene00016608	CHROMOSOME_I	4249482	4253170
Y47D9A.3	WBGene00021630	CHROMOSOME_I	4275888	4276948
C43E11.12	WBGene00016609	CHROMOSOME_I	4253242	4254140
C43E11.3	WBGene00016603	CHROMOSOME_I	4254380	4264692
C43E11.6	WBGene00003516	CHROMOSOME_I	4229577	4236044
Y47D9A.5	WBGene00021632	CHROMOSOME_I	4277684	4279623
Y47D9A.1	WBGene00021628	CHROMOSOME_I	4303930	4308245
Y47D9A.2	WBGene00021629	CHROMOSOME_I	4298259	4302246
C43E11.2	WBGene00016602	CHROMOSOME_I	4265107	4267187
C43E11.9	WBGene00016607	CHROMOSOME_I	4266928	4267972
ZK973.5	WBGene00000045	CHROMOSOME_I	4359116	4362549
ZK973.4	WBGene00022833	CHROMOSOME_I	4363415	4364075
ZK973.8	WBGene00022834	CHROMOSOME_I	4364906	4366996
ZK973.1	WBGene00022830	CHROMOSOME_I	4382565	4385226
C11D9.1	WBGene00015704	CHROMOSOME_I	4422032	4426177
C41D11.10	WBGene00195180	CHROMOSOME_I	4427024	4428027
ZK973.10	WBGene00003061	CHROMOSOME_I	4372254	4373121
C41D11.9	WBGene00016567	CHROMOSOME_I	4448577	4449777
ZK973.2	WBGene00022831	CHROMOSOME_I	4373656	4379352
ZK973.11	WBGene00022836	CHROMOSOME_I	4379320	4381899
T21E12.4	WBGene00000962	CHROMOSOME_I	4386787	4403645
T21E12.3	WBGene00020655	CHROMOSOME_I	4403312	4404586
C41D11.7	WBGene00016566	CHROMOSOME_I	4451197	4456806
ZK973.3	WBGene00022832	CHROMOSOME_I	4368087	4370505
ZK973.9	WBGene00022835	CHROMOSOME_I	4370442	4372137
C41D11.5	WBGene00016564	CHROMOSOME_I	4449834	4450926
C41D11.3	WBGene00016562	CHROMOSOME_I	4428456	4444105
C41D11.4	WBGene00016563	CHROMOSOME_I	4441646	4444342
Y119C1B.4	WBGene00022470	CHROMOSOME_I	4508600	4511127
T21E12.2	WBGene00020654	CHROMOSOME_I	4409689	4419306
T21E12.5	WBGene00020656	CHROMOSOME_I	4412227	4413222
Y119C1B.5	WBGene00022471	CHROMOSOME_I	4511440	4516084
C41D11.2	WBGene00001231	CHROMOSOME_I	4444719	4446594
C41D11.8	WBGene00000787	CHROMOSOME_I	4446582	4448464
Y119C1B.6	WBGene00022472	CHROMOSOME_I	4517391	4518466
Y119C1B.12	WBGene00044754	CHROMOSOME_I	4520070	4522769
Y119C1B.3	WBGene00022469	CHROMOSOME_I	4550478	4552784
Y119C1B.9	WBGene00022474	CHROMOSOME_I	4537447	4539726
Y119C1B.11	WBGene00044441	CHROMOSOME_I	4552851	4553122
Y119C1B.1	WBGene00022467	CHROMOSOME_I	4554150	4555204
D1007.15	WBGene00017010	CHROMOSOME_I	4557664	4563758
D1007.14	WBGene00004113	CHROMOSOME_I	4564041	4565987
D1007.1	WBGene00000440	CHROMOSOME_I	4568962	4570028
D1007.2	WBGene00000629	CHROMOSOME_I	4571214	4572889
D1007.3	WBGene00017001	CHROMOSOME_I	4575442	4577201
D1007.18	WBGene00044421	CHROMOSOME_I	4578692	4579706
Y119C1B.10	WBGene00022475	CHROMOSOME_I	4555350	4556812
T01A4.1	WBGene00020131	CHROMOSOME_I	4481238	4508362
D1007.4	WBGene00017002	CHROMOSOME_I	4579964	4580604
Y119C1B.8	WBGene00022473	CHROMOSOME_I	4526378	4534801
D1007.13	WBGene00017009	CHROMOSOME_I	4566495	4568390
C41D11.1	WBGene00016561	CHROMOSOME_I	4457383	4469464
C41D11.6	WBGene00016565	CHROMOSOME_I	4460146	4462973
D1007.5	WBGene00017003	CHROMOSOME_I	4580692	4583815
D1007.6	WBGene00004479	CHROMOSOME_I	4583873	4584746
D1007.9	WBGene00017006	CHROMOSOME_I	4590430	4591588
D1007.7	WBGene00017004	CHROMOSOME_I	4597890	4602667
C44E4.7	WBGene00016656	CHROMOSOME_I	4623460	4629468
C44E4.2	WBGene00016651	CHROMOSOME_I	4631391	4633348
C44E4.3	WBGene00016652	CHROMOSOME_I	4637438	4640883
C44E4.4	WBGene00016653	CHROMOSOME_I	4634103	4635631
Y119C1A.1	WBGene00022466	CHROMOSOME_I	4641263	4644278
D1007.16	WBGene00017011	CHROMOSOME_I	4603223	4604611
D1007.8	WBGene00017005	CHROMOSOME_I	4604403	4605386
B0041.3	WBGene00015008	CHROMOSOME_I	4644437	4645627
D1007.12	WBGene00004436	CHROMOSOME_I	4584960	4586184
C44E4.6	WBGene00016655	CHROMOSOME_I	4635715	4637329
D1007.10	WBGene00017007	CHROMOSOME_I	4586271	4589393
D1007.19	WBGene00045048	CHROMOSOME_I	4589380	4589900
C44E4.5	WBGene00016654	CHROMOSOME_I	4605655	4610203
C44E4.1	WBGene00016650	CHROMOSOME_I	4610145	4622973
C44E4.8	WBGene00045479	CHROMOSOME_I	4607282	4608210
B0041.1	WBGene00015006	CHROMOSOME_I	4664499	4665349
B0041.7	WBGene00006961	CHROMOSOME_I	4665744	4671739
T04D1.2	WBGene00020212	CHROMOSOME_I	4679671	4682756
W09C3.4	WBGene00021112	CHROMOSOME_I	4704622	4705875
T04D1.4	WBGene00007053	CHROMOSOME_I	4685868	4698576
W09C3.3	WBGene00021111	CHROMOSOME_I	4707264	4708763
W09C3.6	WBGene00021113	CHROMOSOME_I	4709317	4710709
W09C3.2	WBGene00021110	CHROMOSOME_I	4711428	4713447
B0041.6	WBGene00015010	CHROMOSOME_I	4652143	4652907
W09C3.7	WBGene00021114	CHROMOSOME_I	4714320	4715486
W09C3.8	WBGene00021115	CHROMOSOME_I	4716059	4717442
W09C3.1	WBGene00021109	CHROMOSOME_I	4717623	4719576
B0041.8	WBGene00015011	CHROMOSOME_I	4647309	4648279
B0041.5	WBGene00015009	CHROMOSOME_I	4648269	4650771
C10H11.7	WBGene00015696	CHROMOSOME_I	4719789	4721099
C10H11.5	WBGene00015694	CHROMOSOME_I	4724065	4726780
C10H11.4	WBGene00015693	CHROMOSOME_I	4727301	4730367
C10H11.3	WBGene00015692	CHROMOSOME_I	4731604	4735280
C10H11.8	WBGene00015697	CHROMOSOME_I	4735756	4737848
C10H11.9	WBGene00002694	CHROMOSOME_I	4738170	4744322
C10H11.1	WBGene00015691	CHROMOSOME_I	4747627	4759602
B0041.4	WBGene00004415	CHROMOSOME_I	4645636	4646966
T04D1.3	WBGene00006791	CHROMOSOME_I	4675135	4679410
C10H11.10	WBGene00015698	CHROMOSOME_I	4759817	4761324
M04F3.3	WBGene00019769	CHROMOSOME_I	4763241	4765206
M04F3.2	WBGene00019768	CHROMOSOME_I	4765754	4767885
M04F3.5	WBGene00019771	CHROMOSOME_I	4773818	4777718
C10H11.6	WBGene00015695	CHROMOSOME_I	4721178	4723961
B0041.2	WBGene00015007	CHROMOSOME_I	4653471	4660152
F57C9.5	WBGene00002034	CHROMOSOME_I	4827072	4829797
F54D7.4	WBGene00006984	CHROMOSOME_I	4790411	4792502
F54D7.3	WBGene00018798	CHROMOSOME_I	4800098	4804172
F57C9.3	WBGene00019010	CHROMOSOME_I	4836187	4840172
F57C9.2	WBGene00019009	CHROMOSOME_I	4844908	4847337
F57C9.6	WBGene00019012	CHROMOSOME_I	4821930	4824915
F57C9.7	WBGene00019013	CHROMOSOME_I	4824909	4826634
F21F3.3	WBGene00017673	CHROMOSOME_I	4901974	4903174
F54D7.2	WBGene00018797	CHROMOSOME_I	4805605	4809675
F21F3.4	WBGene00017674	CHROMOSOME_I	4895987	4897542
F21F3.5	WBGene00006774	CHROMOSOME_I	4897367	4900978
F21F3.2	WBGene00017672	CHROMOSOME_I	4903437	4905139
M04F3.1	WBGene00019767	CHROMOSOME_I	4769694	4771490
M04F3.4	WBGene00019770	CHROMOSOME_I	4771486	4773048
F57C9.4	WBGene00019011	CHROMOSOME_I	4830133	4835872
F28B3.9	WBGene00017888	CHROMOSOME_I	4929099	4932148
F25F8.1	WBGene00017795	CHROMOSOME_I	4884901	4895496
F25F8.2	WBGene00001592	CHROMOSOME_I	4885187	4887966
W03G9.8	WBGene00044431	CHROMOSOME_I	4957775	4958567
F57C9.1	WBGene00019008	CHROMOSOME_I	4848420	4850718
C01F4.2	WBGene00015303	CHROMOSOME_I	4850682	4867826
W03G9.3	WBGene00021015	CHROMOSOME_I	4959398	4961525
F28B3.5	WBGene00017886	CHROMOSOME_I	4926648	4928743
W03G9.2	WBGene00021014	CHROMOSOME_I	4962452	4964384
F21F3.7	WBGene00017676	CHROMOSOME_I	4918392	4920867
F28B3.8	WBGene00002075	CHROMOSOME_I	4920680	4926236
W03G9.5	WBGene00021016	CHROMOSOME_I	4968007	4970246
W03G9.9	WBGene00044432	CHROMOSOME_I	4969923	4972244
W03G9.10	WBGene00195069	CHROMOSOME_I	4984138	4984751
W03G9.6	WBGene00003906	CHROMOSOME_I	4984760	4986740
W03G9.7	WBGene00021017	CHROMOSOME_I	4986954	4989455
F21F3.1	WBGene00017671	CHROMOSOME_I	4906823	4911832
F21F3.6	WBGene00017675	CHROMOSOME_I	4911803	4914050
W03G9.1	WBGene00004900	CHROMOSOME_I	4980306	4983987
W03G9.4	WBGene00000155	CHROMOSOME_I	4964667	4967330
F54C1.9	WBGene00006058	CHROMOSOME_I	5006745	5007991
F28B3.6	WBGene00017887	CHROMOSOME_I	4950581	4951484
F28B3.7	WBGene00001860	CHROMOSOME_I	4951334	4957670
F54C1.1	WBGene00018789	CHROMOSOME_I	5008772	5013374
F54C1.6	WBGene00018791	CHROMOSOME_I	5014350	5016260
F28B3.4	WBGene00017885	CHROMOSOME_I	4934037	4940510
F28B3.1	WBGene00017882	CHROMOSOME_I	4938243	4949335
F28B3.10	WBGene00017889	CHROMOSOME_I	4949327	4950413
F54C1.3	WBGene00003221	CHROMOSOME_I	4996839	5002351
ZK973.6	WBGene00000140	CHROMOSOME_I	4321095	4359106
F54C1.5	WBGene00001117	CHROMOSOME_I	4989555	4994708
F54C1.2	WBGene00001050	CHROMOSOME_I	5003351	5005163
F54C1.8	WBGene00018792	CHROMOSOME_I	5004959	5006029
C46H11.6	WBGene00016730	CHROMOSOME_I	5020876	5023166
C46H11.7	WBGene00016731	CHROMOSOME_I	5042194	5043456
C46H11.3	WBGene00016729	CHROMOSOME_I	5041491	5042055
C46H11.8	WBGene00016732	CHROMOSOME_I	5044203	5045723
C46H11.2	WBGene00016728	CHROMOSOME_I	5050051	5052527
